,ID,TypeGefailleerde,RegioS,Perioden,UitgesprokenFaillissementen_1
30797,30797,Bedrijven en instellingen,Flevoland,2011 2e kwartaal,42.0
30798,30798,Bedrijven en instellingen,Flevoland,2011 juli,19.0
30799,30799,Bedrijven en instellingen,Flevoland,2011 augustus,16.0
30800,30800,Bedrijven en instellingen,Flevoland,2011 september,11.0
30801,30801,Bedrijven en instellingen,Flevoland,2011 3e kwartaal,46.0
30802,30802,Bedrijven en instellingen,Flevoland,2011 oktober,13.0
30803,30803,Bedrijven en instellingen,Flevoland,2011 november,20.0
30804,30804,Bedrijven en instellingen,Flevoland,2011 december,14.0
30805,30805,Bedrijven en instellingen,Flevoland,2011 4e kwartaal,47.0
30806,30806,Bedrijven en instellingen,Flevoland,2011,186.0
30807,30807,Bedrijven en instellingen,Flevoland,2012 januari,9.0
30808,30808,Bedrijven en instellingen,Flevoland,2012 februari,14.0
30809,30809,Bedrijven en instellingen,Flevoland,2012 maart,15.0
30810,30810,Bedrijven en instellingen,Flevoland,2012 1e kwartaal,38.0
30811,30811,Bedrijven en instellingen,Flevoland,2012 april,22.0
30812,30812,Bedrijven en instellingen,Flevoland,2012 mei,13.0
30813,30813,Bedrijven en instellingen,Flevoland,2012 juni,14.0
30814,30814,Bedrijven en instellingen,Flevoland,2012 2e kwartaal,49.0
30815,30815,Bedrijven en instellingen,Flevoland,2012 juli,13.0
30816,30816,Bedrijven en instellingen,Flevoland,2012 augustus,13.0
30817,30817,Bedrijven en instellingen,Flevoland,2012 september,13.0
30818,30818,Bedrijven en instellingen,Flevoland,2012 3e kwartaal,39.0
30819,30819,Bedrijven en instellingen,Flevoland,2012 oktober,21.0
30820,30820,Bedrijven en instellingen,Flevoland,2012 november,11.0
30821,30821,Bedrijven en instellingen,Flevoland,2012 december,8.0
30822,30822,Bedrijven en instellingen,Flevoland,2012 4e kwartaal,40.0
30823,30823,Bedrijven en instellingen,Flevoland,2012,166.0
30824,30824,Bedrijven en instellingen,Flevoland,2013 januari,15.0
30825,30825,Bedrijven en instellingen,Flevoland,2013 februari,20.0
30826,30826,Bedrijven en instellingen,Flevoland,2013 maart,17.0
30827,30827,Bedrijven en instellingen,Flevoland,2013 1e kwartaal,52.0
30828,30828,Bedrijven en instellingen,Flevoland,2013 april,19.0
30829,30829,Bedrijven en instellingen,Flevoland,2013 mei,33.0
30830,30830,Bedrijven en instellingen,Flevoland,2013 juni,20.0
30831,30831,Bedrijven en instellingen,Flevoland,2013 2e kwartaal,72.0
30832,30832,Bedrijven en instellingen,Flevoland,2013 juli,25.0
30833,30833,Bedrijven en instellingen,Flevoland,2013 augustus,10.0
30834,30834,Bedrijven en instellingen,Flevoland,2013 september,17.0
30835,30835,Bedrijven en instellingen,Flevoland,2013 3e kwartaal,52.0
30836,30836,Bedrijven en instellingen,Flevoland,2013 oktober,30.0
30837,30837,Bedrijven en instellingen,Flevoland,2013 november,12.0
30838,30838,Bedrijven en instellingen,Flevoland,2013 december,10.0
30839,30839,Bedrijven en instellingen,Flevoland,2013 4e kwartaal,52.0
30840,30840,Bedrijven en instellingen,Flevoland,2013,228.0
30841,30841,Bedrijven en instellingen,Flevoland,2014 januari,17.0
30842,30842,Bedrijven en instellingen,Flevoland,2014 februari,17.0
30843,30843,Bedrijven en instellingen,Flevoland,2014 maart,18.0
30844,30844,Bedrijven en instellingen,Flevoland,2014 1e kwartaal,52.0
30845,30845,Bedrijven en instellingen,Flevoland,2014 april,13.0
30846,30846,Bedrijven en instellingen,Flevoland,2014 mei,16.0
30847,30847,Bedrijven en instellingen,Flevoland,2014 juni,15.0
30848,30848,Bedrijven en instellingen,Flevoland,2014 2e kwartaal,44.0
30849,30849,Bedrijven en instellingen,Flevoland,2014 juli,19.0
30850,30850,Bedrijven en instellingen,Flevoland,2014 augustus,16.0
30851,30851,Bedrijven en instellingen,Flevoland,2014 september,13.0
30852,30852,Bedrijven en instellingen,Flevoland,2014 3e kwartaal,48.0
30853,30853,Bedrijven en instellingen,Flevoland,2014 oktober,12.0
30854,30854,Bedrijven en instellingen,Flevoland,2014 november,10.0
30855,30855,Bedrijven en instellingen,Flevoland,2014 december,11.0
30856,30856,Bedrijven en instellingen,Flevoland,2014 4e kwartaal,33.0
30857,30857,Bedrijven en instellingen,Flevoland,2014,177.0
30858,30858,Bedrijven en instellingen,Flevoland,2015 januari,13.0
30859,30859,Bedrijven en instellingen,Flevoland,2015 februari,16.0
30860,30860,Bedrijven en instellingen,Flevoland,2015 maart,22.0
30861,30861,Bedrijven en instellingen,Flevoland,2015 1e kwartaal,51.0
30862,30862,Bedrijven en instellingen,Flevoland,2015 april,9.0
30863,30863,Bedrijven en instellingen,Flevoland,2015 mei,17.0
30864,30864,Bedrijven en instellingen,Flevoland,2015 juni,9.0
30865,30865,Bedrijven en instellingen,Flevoland,2015 2e kwartaal,35.0
30866,30866,Bedrijven en instellingen,Flevoland,2015 juli,10.0
30867,30867,Bedrijven en instellingen,Flevoland,2015 augustus,7.0
30868,30868,Bedrijven en instellingen,Flevoland,2015 september,15.0
30869,30869,Bedrijven en instellingen,Flevoland,2015 3e kwartaal,32.0
30870,30870,Bedrijven en instellingen,Flevoland,2015 oktober,20.0
30871,30871,Bedrijven en instellingen,Flevoland,2015 november,11.0
30872,30872,Bedrijven en instellingen,Flevoland,2015 december,17.0
30873,30873,Bedrijven en instellingen,Flevoland,2015 4e kwartaal,48.0
30874,30874,Bedrijven en instellingen,Flevoland,2015,166.0
30875,30875,Bedrijven en instellingen,Flevoland,2016 januari,2.0
30876,30876,Bedrijven en instellingen,Flevoland,2016 februari,8.0
30877,30877,Bedrijven en instellingen,Flevoland,2016 maart,8.0
30878,30878,Bedrijven en instellingen,Flevoland,2016 1e kwartaal,18.0
30879,30879,Bedrijven en instellingen,Flevoland,2016 april,6.0
30880,30880,Bedrijven en instellingen,Flevoland,2016 mei,5.0
30881,30881,Bedrijven en instellingen,Flevoland,2016 juni,6.0
30882,30882,Bedrijven en instellingen,Flevoland,2016 2e kwartaal,17.0
30883,30883,Bedrijven en instellingen,Flevoland,2016 juli,10.0
30884,30884,Bedrijven en instellingen,Flevoland,2016 augustus,11.0
30885,30885,Bedrijven en instellingen,Flevoland,2016 september,7.0
30886,30886,Bedrijven en instellingen,Flevoland,2016 3e kwartaal,28.0
30887,30887,Bedrijven en instellingen,Flevoland,2016 oktober,5.0
30888,30888,Bedrijven en instellingen,Flevoland,2016 november,13.0
30889,30889,Bedrijven en instellingen,Flevoland,2016 december,9.0
30890,30890,Bedrijven en instellingen,Flevoland,2016 4e kwartaal,27.0
30891,30891,Bedrijven en instellingen,Flevoland,2016,90.0
30892,30892,Bedrijven en instellingen,Flevoland,2017 januari,12.0
30893,30893,Bedrijven en instellingen,Flevoland,2017 februari,1.0
30894,30894,Bedrijven en instellingen,Flevoland,2017 maart,12.0
30895,30895,Bedrijven en instellingen,Flevoland,2017 1e kwartaal,25.0
30896,30896,Bedrijven en instellingen,Flevoland,2017 april,6.0
30897,30897,Bedrijven en instellingen,Flevoland,2017 mei,13.0
30898,30898,Bedrijven en instellingen,Flevoland,2017 juni,5.0
30899,30899,Bedrijven en instellingen,Flevoland,2017 2e kwartaal,24.0
30900,30900,Bedrijven en instellingen,Flevoland,2017 juli,8.0
30901,30901,Bedrijven en instellingen,Flevoland,2017 augustus,5.0
30902,30902,Bedrijven en instellingen,Flevoland,2017 september,7.0
30903,30903,Bedrijven en instellingen,Flevoland,2017 3e kwartaal,20.0
30904,30904,Bedrijven en instellingen,Flevoland,2017 oktober,8.0
30905,30905,Bedrijven en instellingen,Flevoland,2017 november,15.0
30906,30906,Bedrijven en instellingen,Flevoland,2017 december,12.0
30907,30907,Bedrijven en instellingen,Flevoland,2017 4e kwartaal,35.0
30908,30908,Bedrijven en instellingen,Flevoland,2017,104.0
30909,30909,Bedrijven en instellingen,Flevoland,2018 januari,15.0
30910,30910,Bedrijven en instellingen,Flevoland,2018 februari,9.0
30911,30911,Bedrijven en instellingen,Flevoland,2018 maart,7.0
30912,30912,Bedrijven en instellingen,Flevoland,2018 1e kwartaal,31.0
30913,30913,Bedrijven en instellingen,Flevoland,2018 april,7.0
30914,30914,Bedrijven en instellingen,Flevoland,2018 mei,10.0
30915,30915,Bedrijven en instellingen,Flevoland,2018 juni,4.0
30916,30916,Bedrijven en instellingen,Flevoland,2018 2e kwartaal,21.0
30917,30917,Bedrijven en instellingen,Flevoland,2018 juli,8.0
30918,30918,Bedrijven en instellingen,Flevoland,2018 augustus,5.0
30919,30919,Bedrijven en instellingen,Flevoland,2018 september,11.0
30920,30920,Bedrijven en instellingen,Flevoland,2018 3e kwartaal,24.0
30921,30921,Bedrijven en instellingen,Flevoland,2018 oktober,10.0
30922,30922,Bedrijven en instellingen,Flevoland,2018 november,4.0
30923,30923,Bedrijven en instellingen,Flevoland,2018 december,8.0
30924,30924,Bedrijven en instellingen,Flevoland,2018 4e kwartaal,22.0
30925,30925,Bedrijven en instellingen,Flevoland,2018,98.0
30926,30926,Bedrijven en instellingen,Flevoland,2019 januari,9.0
30927,30927,Bedrijven en instellingen,Flevoland,2019 februari,7.0
30928,30928,Bedrijven en instellingen,Flevoland,2019 maart,1.0
30929,30929,Bedrijven en instellingen,Flevoland,2019 1e kwartaal,17.0
30930,30930,Bedrijven en instellingen,Flevoland,2019 april,13.0
30931,30931,Bedrijven en instellingen,Flevoland,2019 mei,5.0
30932,30932,Bedrijven en instellingen,Flevoland,2019 juni,4.0
30933,30933,Bedrijven en instellingen,Flevoland,2019 2e kwartaal,22.0
30934,30934,Bedrijven en instellingen,Flevoland,2019 juli,8.0
30935,30935,Bedrijven en instellingen,Flevoland,2019 augustus,13.0
30936,30936,Bedrijven en instellingen,Flevoland,2019 september,6.0
30937,30937,Bedrijven en instellingen,Flevoland,2019 3e kwartaal,27.0
30938,30938,Bedrijven en instellingen,Flevoland,2019 oktober,7.0
30939,30939,Bedrijven en instellingen,Flevoland,2019 november,12.0
30940,30940,Bedrijven en instellingen,Flevoland,2019 december,9.0
30941,30941,Bedrijven en instellingen,Flevoland,2019 4e kwartaal,28.0
30942,30942,Bedrijven en instellingen,Flevoland,2019,94.0
30943,30943,Bedrijven en instellingen,Flevoland,2020 januari,8.0
30944,30944,Bedrijven en instellingen,Flevoland,2020 februari,8.0
30945,30945,Bedrijven en instellingen,Flevoland,2020 maart,6.0
30946,30946,Bedrijven en instellingen,Flevoland,2020 1e kwartaal,22.0
30947,30947,Bedrijven en instellingen,Flevoland,2020 april,7.0
30948,30948,Bedrijven en instellingen,Flevoland,2020 mei,8.0
30949,30949,Bedrijven en instellingen,Flevoland,2020 juni,2.0
30950,30950,Bedrijven en instellingen,Flevoland,2020 2e kwartaal,17.0
30951,30951,Bedrijven en instellingen,Flevoland,2020 juli,7.0
30952,30952,Bedrijven en instellingen,Flevoland,2020 augustus,6.0
30953,30953,Bedrijven en instellingen,Flevoland,2020 september,3.0
30954,30954,Bedrijven en instellingen,Flevoland,2020 3e kwartaal,16.0
30955,30955,Bedrijven en instellingen,Flevoland,2020 oktober,2.0
30956,30956,Bedrijven en instellingen,Flevoland,2020 november,6.0
30957,30957,Bedrijven en instellingen,Flevoland,2020 december,6.0
30958,30958,Bedrijven en instellingen,Flevoland,2020 4e kwartaal,14.0
30959,30959,Bedrijven en instellingen,Flevoland,2020,69.0
30960,30960,Bedrijven en instellingen,Flevoland,2021 januari,9.0
30961,30961,Bedrijven en instellingen,Flevoland,2021 februari,2.0
30962,30962,Bedrijven en instellingen,Flevoland,2021 maart,7.0
30963,30963,Bedrijven en instellingen,Flevoland,2021 1e kwartaal,18.0
30964,30964,Bedrijven en instellingen,Flevoland,2021 april,5.0
30965,30965,Bedrijven en instellingen,Flevoland,2021 mei,2.0
30966,30966,Bedrijven en instellingen,Flevoland,2021 juni,2.0
30967,30967,Bedrijven en instellingen,Flevoland,2021 2e kwartaal,9.0
30968,30968,Bedrijven en instellingen,Flevoland,2021 juli,2.0
30969,30969,Bedrijven en instellingen,Flevoland,2021 augustus,2.0
30970,30970,Bedrijven en instellingen,Flevoland,2021 september,5.0
30971,30971,Bedrijven en instellingen,Flevoland,2021 3e kwartaal,9.0
30972,30972,Bedrijven en instellingen,Flevoland,2021 oktober,3.0
30973,30973,Bedrijven en instellingen,Flevoland,2021 november,3.0
30974,30974,Bedrijven en instellingen,Flevoland,2021 december,2.0
30975,30975,Bedrijven en instellingen,Flevoland,2021 4e kwartaal,8.0
30976,30976,Bedrijven en instellingen,Flevoland,2021,44.0
30977,30977,Bedrijven en instellingen,Flevoland,2022 januari,5.0
30978,30978,Bedrijven en instellingen,Flevoland,2022 februari,3.0
30979,30979,Bedrijven en instellingen,Flevoland,2022 maart,7.0
30980,30980,Bedrijven en instellingen,Flevoland,2022 1e kwartaal,15.0
30981,30981,Bedrijven en instellingen,Flevoland,2022 april,4.0
30982,30982,Bedrijven en instellingen,Flevoland,2022 mei,1.0
30983,30983,Bedrijven en instellingen,Flevoland,2022 juni,3.0
30984,30984,Bedrijven en instellingen,Flevoland,2022 2e kwartaal,8.0
30985,30985,Bedrijven en instellingen,Flevoland,2022 juli,4.0
30986,30986,Bedrijven en instellingen,Flevoland,2022 augustus,3.0
30987,30987,Bedrijven en instellingen,Flevoland,2022 september,7.0
30988,30988,Bedrijven en instellingen,Flevoland,2022 3e kwartaal,14.0
30989,30989,Bedrijven en instellingen,Gelderland,2009 januari,56.0
30990,30990,Bedrijven en instellingen,Gelderland,2009 februari,63.0
30991,30991,Bedrijven en instellingen,Gelderland,2009 maart,87.0
30992,30992,Bedrijven en instellingen,Gelderland,2009 1e kwartaal,206.0
30993,30993,Bedrijven en instellingen,Gelderland,2009 april,60.0
30994,30994,Bedrijven en instellingen,Gelderland,2009 mei,77.0
30995,30995,Bedrijven en instellingen,Gelderland,2009 juni,85.0
30996,30996,Bedrijven en instellingen,Gelderland,2009 2e kwartaal,222.0
30997,30997,Bedrijven en instellingen,Gelderland,2009 juli,80.0
30998,30998,Bedrijven en instellingen,Gelderland,2009 augustus,70.0
30999,30999,Bedrijven en instellingen,Gelderland,2009 september,64.0
31000,31000,Bedrijven en instellingen,Gelderland,2009 3e kwartaal,214.0
31001,31001,Bedrijven en instellingen,Gelderland,2009 oktober,54.0
31002,31002,Bedrijven en instellingen,Gelderland,2009 november,85.0
31003,31003,Bedrijven en instellingen,Gelderland,2009 december,75.0
31004,31004,Bedrijven en instellingen,Gelderland,2009 4e kwartaal,214.0
31005,31005,Bedrijven en instellingen,Gelderland,2009,856.0
31006,31006,Bedrijven en instellingen,Gelderland,2010 januari,45.0
31007,31007,Bedrijven en instellingen,Gelderland,2010 februari,57.0
31008,31008,Bedrijven en instellingen,Gelderland,2010 maart,78.0
31009,31009,Bedrijven en instellingen,Gelderland,2010 1e kwartaal,180.0
31010,31010,Bedrijven en instellingen,Gelderland,2010 april,82.0
31011,31011,Bedrijven en instellingen,Gelderland,2010 mei,39.0
31012,31012,Bedrijven en instellingen,Gelderland,2010 juni,82.0
31013,31013,Bedrijven en instellingen,Gelderland,2010 2e kwartaal,203.0
31014,31014,Bedrijven en instellingen,Gelderland,2010 juli,51.0
31015,31015,Bedrijven en instellingen,Gelderland,2010 augustus,55.0
31016,31016,Bedrijven en instellingen,Gelderland,2010 september,52.0
31017,31017,Bedrijven en instellingen,Gelderland,2010 3e kwartaal,158.0
31018,31018,Bedrijven en instellingen,Gelderland,2010 oktober,67.0
31019,31019,Bedrijven en instellingen,Gelderland,2010 november,70.0
31020,31020,Bedrijven en instellingen,Gelderland,2010 december,48.0
31021,31021,Bedrijven en instellingen,Gelderland,2010 4e kwartaal,185.0
31022,31022,Bedrijven en instellingen,Gelderland,2010,726.0
31023,31023,Bedrijven en instellingen,Gelderland,2011 januari,38.0
31024,31024,Bedrijven en instellingen,Gelderland,2011 februari,48.0
31025,31025,Bedrijven en instellingen,Gelderland,2011 maart,66.0
31026,31026,Bedrijven en instellingen,Gelderland,2011 1e kwartaal,152.0
31027,31027,Bedrijven en instellingen,Gelderland,2011 april,40.0
31028,31028,Bedrijven en instellingen,Gelderland,2011 mei,56.0
31029,31029,Bedrijven en instellingen,Gelderland,2011 juni,41.0
31030,31030,Bedrijven en instellingen,Gelderland,2011 2e kwartaal,137.0
31031,31031,Bedrijven en instellingen,Gelderland,2011 juli,42.0
31032,31032,Bedrijven en instellingen,Gelderland,2011 augustus,53.0
31033,31033,Bedrijven en instellingen,Gelderland,2011 september,55.0
31034,31034,Bedrijven en instellingen,Gelderland,2011 3e kwartaal,150.0
31035,31035,Bedrijven en instellingen,Gelderland,2011 oktober,50.0
31036,31036,Bedrijven en instellingen,Gelderland,2011 november,70.0
31037,31037,Bedrijven en instellingen,Gelderland,2011 december,71.0
31038,31038,Bedrijven en instellingen,Gelderland,2011 4e kwartaal,191.0
31039,31039,Bedrijven en instellingen,Gelderland,2011,630.0
31040,31040,Bedrijven en instellingen,Gelderland,2012 januari,109.0
31041,31041,Bedrijven en instellingen,Gelderland,2012 februari,76.0
31042,31042,Bedrijven en instellingen,Gelderland,2012 maart,80.0
31043,31043,Bedrijven en instellingen,Gelderland,2012 1e kwartaal,265.0
31044,31044,Bedrijven en instellingen,Gelderland,2012 april,74.0
31045,31045,Bedrijven en instellingen,Gelderland,2012 mei,113.0
31046,31046,Bedrijven en instellingen,Gelderland,2012 juni,80.0
31047,31047,Bedrijven en instellingen,Gelderland,2012 2e kwartaal,267.0
31048,31048,Bedrijven en instellingen,Gelderland,2012 juli,63.0
31049,31049,Bedrijven en instellingen,Gelderland,2012 augustus,59.0
31050,31050,Bedrijven en instellingen,Gelderland,2012 september,57.0
31051,31051,Bedrijven en instellingen,Gelderland,2012 3e kwartaal,179.0
31052,31052,Bedrijven en instellingen,Gelderland,2012 oktober,76.0
31053,31053,Bedrijven en instellingen,Gelderland,2012 november,78.0
31054,31054,Bedrijven en instellingen,Gelderland,2012 december,78.0
31055,31055,Bedrijven en instellingen,Gelderland,2012 4e kwartaal,232.0
31056,31056,Bedrijven en instellingen,Gelderland,2012,943.0
31057,31057,Bedrijven en instellingen,Gelderland,2013 januari,96.0
31058,31058,Bedrijven en instellingen,Gelderland,2013 februari,92.0
31059,31059,Bedrijven en instellingen,Gelderland,2013 maart,91.0
31060,31060,Bedrijven en instellingen,Gelderland,2013 1e kwartaal,279.0
31061,31061,Bedrijven en instellingen,Gelderland,2013 april,95.0
31062,31062,Bedrijven en instellingen,Gelderland,2013 mei,105.0
31063,31063,Bedrijven en instellingen,Gelderland,2013 juni,97.0
31064,31064,Bedrijven en instellingen,Gelderland,2013 2e kwartaal,297.0
31065,31065,Bedrijven en instellingen,Gelderland,2013 juli,91.0
31066,31066,Bedrijven en instellingen,Gelderland,2013 augustus,89.0
31067,31067,Bedrijven en instellingen,Gelderland,2013 september,68.0
31068,31068,Bedrijven en instellingen,Gelderland,2013 3e kwartaal,248.0
31069,31069,Bedrijven en instellingen,Gelderland,2013 oktober,108.0
31070,31070,Bedrijven en instellingen,Gelderland,2013 november,90.0
31071,31071,Bedrijven en instellingen,Gelderland,2013 december,80.0
31072,31072,Bedrijven en instellingen,Gelderland,2013 4e kwartaal,278.0
31073,31073,Bedrijven en instellingen,Gelderland,2013,1102.0
31074,31074,Bedrijven en instellingen,Gelderland,2014 januari,73.0
31075,31075,Bedrijven en instellingen,Gelderland,2014 februari,82.0
31076,31076,Bedrijven en instellingen,Gelderland,2014 maart,49.0
31077,31077,Bedrijven en instellingen,Gelderland,2014 1e kwartaal,204.0
31078,31078,Bedrijven en instellingen,Gelderland,2014 april,84.0
31079,31079,Bedrijven en instellingen,Gelderland,2014 mei,64.0
31080,31080,Bedrijven en instellingen,Gelderland,2014 juni,58.0
31081,31081,Bedrijven en instellingen,Gelderland,2014 2e kwartaal,206.0
31082,31082,Bedrijven en instellingen,Gelderland,2014 juli,100.0
31083,31083,Bedrijven en instellingen,Gelderland,2014 augustus,62.0
31084,31084,Bedrijven en instellingen,Gelderland,2014 september,75.0
31085,31085,Bedrijven en instellingen,Gelderland,2014 3e kwartaal,237.0
31086,31086,Bedrijven en instellingen,Gelderland,2014 oktober,77.0
31087,31087,Bedrijven en instellingen,Gelderland,2014 november,51.0
31088,31088,Bedrijven en instellingen,Gelderland,2014 december,61.0
31089,31089,Bedrijven en instellingen,Gelderland,2014 4e kwartaal,189.0
31090,31090,Bedrijven en instellingen,Gelderland,2014,836.0
31091,31091,Bedrijven en instellingen,Gelderland,2015 januari,67.0
31092,31092,Bedrijven en instellingen,Gelderland,2015 februari,59.0
31093,31093,Bedrijven en instellingen,Gelderland,2015 maart,94.0
31094,31094,Bedrijven en instellingen,Gelderland,2015 1e kwartaal,220.0
31095,31095,Bedrijven en instellingen,Gelderland,2015 april,75.0
31096,31096,Bedrijven en instellingen,Gelderland,2015 mei,50.0
31097,31097,Bedrijven en instellingen,Gelderland,2015 juni,62.0
31098,31098,Bedrijven en instellingen,Gelderland,2015 2e kwartaal,187.0
31099,31099,Bedrijven en instellingen,Gelderland,2015 juli,52.0
31100,31100,Bedrijven en instellingen,Gelderland,2015 augustus,46.0
31101,31101,Bedrijven en instellingen,Gelderland,2015 september,51.0
31102,31102,Bedrijven en instellingen,Gelderland,2015 3e kwartaal,149.0
31103,31103,Bedrijven en instellingen,Gelderland,2015 oktober,50.0
31104,31104,Bedrijven en instellingen,Gelderland,2015 november,39.0
31105,31105,Bedrijven en instellingen,Gelderland,2015 december,49.0
31106,31106,Bedrijven en instellingen,Gelderland,2015 4e kwartaal,138.0
31107,31107,Bedrijven en instellingen,Gelderland,2015,694.0
31108,31108,Bedrijven en instellingen,Gelderland,2016 januari,39.0
31109,31109,Bedrijven en instellingen,Gelderland,2016 februari,56.0
31110,31110,Bedrijven en instellingen,Gelderland,2016 maart,59.0
31111,31111,Bedrijven en instellingen,Gelderland,2016 1e kwartaal,154.0
31112,31112,Bedrijven en instellingen,Gelderland,2016 april,54.0
31113,31113,Bedrijven en instellingen,Gelderland,2016 mei,41.0
31114,31114,Bedrijven en instellingen,Gelderland,2016 juni,52.0
31115,31115,Bedrijven en instellingen,Gelderland,2016 2e kwartaal,147.0
31116,31116,Bedrijven en instellingen,Gelderland,2016 juli,58.0
31117,31117,Bedrijven en instellingen,Gelderland,2016 augustus,44.0
31118,31118,Bedrijven en instellingen,Gelderland,2016 september,35.0
31119,31119,Bedrijven en instellingen,Gelderland,2016 3e kwartaal,137.0
31120,31120,Bedrijven en instellingen,Gelderland,2016 oktober,36.0
31121,31121,Bedrijven en instellingen,Gelderland,2016 november,37.0
31122,31122,Bedrijven en instellingen,Gelderland,2016 december,35.0
31123,31123,Bedrijven en instellingen,Gelderland,2016 4e kwartaal,108.0
31124,31124,Bedrijven en instellingen,Gelderland,2016,546.0
31125,31125,Bedrijven en instellingen,Gelderland,2017 januari,32.0
31126,31126,Bedrijven en instellingen,Gelderland,2017 februari,35.0
31127,31127,Bedrijven en instellingen,Gelderland,2017 maart,32.0
31128,31128,Bedrijven en instellingen,Gelderland,2017 1e kwartaal,99.0
31129,31129,Bedrijven en instellingen,Gelderland,2017 april,26.0
31130,31130,Bedrijven en instellingen,Gelderland,2017 mei,32.0
31131,31131,Bedrijven en instellingen,Gelderland,2017 juni,24.0
31132,31132,Bedrijven en instellingen,Gelderland,2017 2e kwartaal,82.0
31133,31133,Bedrijven en instellingen,Gelderland,2017 juli,35.0
31134,31134,Bedrijven en instellingen,Gelderland,2017 augustus,37.0
31135,31135,Bedrijven en instellingen,Gelderland,2017 september,22.0
31136,31136,Bedrijven en instellingen,Gelderland,2017 3e kwartaal,94.0
31137,31137,Bedrijven en instellingen,Gelderland,2017 oktober,20.0
31138,31138,Bedrijven en instellingen,Gelderland,2017 november,41.0
31139,31139,Bedrijven en instellingen,Gelderland,2017 december,27.0
31140,31140,Bedrijven en instellingen,Gelderland,2017 4e kwartaal,88.0
31141,31141,Bedrijven en instellingen,Gelderland,2017,363.0
31142,31142,Bedrijven en instellingen,Gelderland,2018 januari,37.0
31143,31143,Bedrijven en instellingen,Gelderland,2018 februari,22.0
31144,31144,Bedrijven en instellingen,Gelderland,2018 maart,22.0
31145,31145,Bedrijven en instellingen,Gelderland,2018 1e kwartaal,81.0
31146,31146,Bedrijven en instellingen,Gelderland,2018 april,32.0
31147,31147,Bedrijven en instellingen,Gelderland,2018 mei,31.0
31148,31148,Bedrijven en instellingen,Gelderland,2018 juni,19.0
31149,31149,Bedrijven en instellingen,Gelderland,2018 2e kwartaal,82.0
31150,31150,Bedrijven en instellingen,Gelderland,2018 juli,28.0
31151,31151,Bedrijven en instellingen,Gelderland,2018 augustus,20.0
31152,31152,Bedrijven en instellingen,Gelderland,2018 september,19.0
31153,31153,Bedrijven en instellingen,Gelderland,2018 3e kwartaal,67.0
31154,31154,Bedrijven en instellingen,Gelderland,2018 oktober,20.0
31155,31155,Bedrijven en instellingen,Gelderland,2018 november,21.0
31156,31156,Bedrijven en instellingen,Gelderland,2018 december,34.0
31157,31157,Bedrijven en instellingen,Gelderland,2018 4e kwartaal,75.0
31158,31158,Bedrijven en instellingen,Gelderland,2018,305.0
31159,31159,Bedrijven en instellingen,Gelderland,2019 januari,28.0
31160,31160,Bedrijven en instellingen,Gelderland,2019 februari,15.0
31161,31161,Bedrijven en instellingen,Gelderland,2019 maart,25.0
31162,31162,Bedrijven en instellingen,Gelderland,2019 1e kwartaal,68.0
31163,31163,Bedrijven en instellingen,Gelderland,2019 april,34.0
31164,31164,Bedrijven en instellingen,Gelderland,2019 mei,40.0
31165,31165,Bedrijven en instellingen,Gelderland,2019 juni,31.0
31166,31166,Bedrijven en instellingen,Gelderland,2019 2e kwartaal,105.0
31167,31167,Bedrijven en instellingen,Gelderland,2019 juli,26.0
31168,31168,Bedrijven en instellingen,Gelderland,2019 augustus,26.0
31169,31169,Bedrijven en instellingen,Gelderland,2019 september,29.0
31170,31170,Bedrijven en instellingen,Gelderland,2019 3e kwartaal,81.0
31171,31171,Bedrijven en instellingen,Gelderland,2019 oktober,32.0
31172,31172,Bedrijven en instellingen,Gelderland,2019 november,29.0
31173,31173,Bedrijven en instellingen,Gelderland,2019 december,35.0
31174,31174,Bedrijven en instellingen,Gelderland,2019 4e kwartaal,96.0
31175,31175,Bedrijven en instellingen,Gelderland,2019,350.0
31176,31176,Bedrijven en instellingen,Gelderland,2020 januari,19.0
31177,31177,Bedrijven en instellingen,Gelderland,2020 februari,30.0
31178,31178,Bedrijven en instellingen,Gelderland,2020 maart,36.0
31179,31179,Bedrijven en instellingen,Gelderland,2020 1e kwartaal,85.0
31180,31180,Bedrijven en instellingen,Gelderland,2020 april,30.0
31181,31181,Bedrijven en instellingen,Gelderland,2020 mei,33.0
31182,31182,Bedrijven en instellingen,Gelderland,2020 juni,34.0
31183,31183,Bedrijven en instellingen,Gelderland,2020 2e kwartaal,97.0
31184,31184,Bedrijven en instellingen,Gelderland,2020 juli,18.0
31185,31185,Bedrijven en instellingen,Gelderland,2020 augustus,13.0
31186,31186,Bedrijven en instellingen,Gelderland,2020 september,32.0
31187,31187,Bedrijven en instellingen,Gelderland,2020 3e kwartaal,63.0
31188,31188,Bedrijven en instellingen,Gelderland,2020 oktober,24.0
31189,31189,Bedrijven en instellingen,Gelderland,2020 november,19.0
31190,31190,Bedrijven en instellingen,Gelderland,2020 december,16.0
31191,31191,Bedrijven en instellingen,Gelderland,2020 4e kwartaal,59.0
31192,31192,Bedrijven en instellingen,Gelderland,2020,304.0
31193,31193,Bedrijven en instellingen,Gelderland,2021 januari,20.0
31194,31194,Bedrijven en instellingen,Gelderland,2021 februari,14.0
31195,31195,Bedrijven en instellingen,Gelderland,2021 maart,22.0
