,ID,TypeGefailleerde,RegioS,Perioden,UitgesprokenFaillissementen_1
31196,31196,Bedrijven en instellingen,Gelderland,2021 1e kwartaal,56.0
31197,31197,Bedrijven en instellingen,Gelderland,2021 april,10.0
31198,31198,Bedrijven en instellingen,Gelderland,2021 mei,6.0
31199,31199,Bedrijven en instellingen,Gelderland,2021 juni,16.0
31200,31200,Bedrijven en instellingen,Gelderland,2021 2e kwartaal,32.0
31201,31201,Bedrijven en instellingen,Gelderland,2021 juli,14.0
31202,31202,Bedrijven en instellingen,Gelderland,2021 augustus,11.0
31203,31203,Bedrijven en instellingen,Gelderland,2021 september,15.0
31204,31204,Bedrijven en instellingen,Gelderland,2021 3e kwartaal,40.0
31205,31205,Bedrijven en instellingen,Gelderland,2021 oktober,17.0
31206,31206,Bedrijven en instellingen,Gelderland,2021 november,27.0
31207,31207,Bedrijven en instellingen,Gelderland,2021 december,13.0
31208,31208,Bedrijven en instellingen,Gelderland,2021 4e kwartaal,57.0
31209,31209,Bedrijven en instellingen,Gelderland,2021,185.0
31210,31210,Bedrijven en instellingen,Gelderland,2022 januari,10.0
31211,31211,Bedrijven en instellingen,Gelderland,2022 februari,25.0
31212,31212,Bedrijven en instellingen,Gelderland,2022 maart,14.0
31213,31213,Bedrijven en instellingen,Gelderland,2022 1e kwartaal,49.0
31214,31214,Bedrijven en instellingen,Gelderland,2022 april,8.0
31215,31215,Bedrijven en instellingen,Gelderland,2022 mei,16.0
31216,31216,Bedrijven en instellingen,Gelderland,2022 juni,13.0
31217,31217,Bedrijven en instellingen,Gelderland,2022 2e kwartaal,37.0
31218,31218,Bedrijven en instellingen,Gelderland,2022 juli,12.0
31219,31219,Bedrijven en instellingen,Gelderland,2022 augustus,16.0
31220,31220,Bedrijven en instellingen,Gelderland,2022 september,24.0
31221,31221,Bedrijven en instellingen,Gelderland,2022 3e kwartaal,52.0
31455,31455,Bedrijven en instellingen,Noord-Holland,2009 januari,75.0
31456,31456,Bedrijven en instellingen,Noord-Holland,2009 februari,75.0
31457,31457,Bedrijven en instellingen,Noord-Holland,2009 maart,136.0
31458,31458,Bedrijven en instellingen,Noord-Holland,2009 1e kwartaal,286.0
31459,31459,Bedrijven en instellingen,Noord-Holland,2009 april,114.0
31460,31460,Bedrijven en instellingen,Noord-Holland,2009 mei,74.0
31461,31461,Bedrijven en instellingen,Noord-Holland,2009 juni,115.0
31462,31462,Bedrijven en instellingen,Noord-Holland,2009 2e kwartaal,303.0
31463,31463,Bedrijven en instellingen,Noord-Holland,2009 juli,98.0
31464,31464,Bedrijven en instellingen,Noord-Holland,2009 augustus,90.0
31465,31465,Bedrijven en instellingen,Noord-Holland,2009 september,102.0
31466,31466,Bedrijven en instellingen,Noord-Holland,2009 3e kwartaal,290.0
31467,31467,Bedrijven en instellingen,Noord-Holland,2009 oktober,106.0
31468,31468,Bedrijven en instellingen,Noord-Holland,2009 november,92.0
31469,31469,Bedrijven en instellingen,Noord-Holland,2009 december,86.0
31470,31470,Bedrijven en instellingen,Noord-Holland,2009 4e kwartaal,284.0
31471,31471,Bedrijven en instellingen,Noord-Holland,2009,1163.0
31472,31472,Bedrijven en instellingen,Noord-Holland,2010 januari,102.0
31473,31473,Bedrijven en instellingen,Noord-Holland,2010 februari,97.0
31474,31474,Bedrijven en instellingen,Noord-Holland,2010 maart,91.0
31475,31475,Bedrijven en instellingen,Noord-Holland,2010 1e kwartaal,290.0
31476,31476,Bedrijven en instellingen,Noord-Holland,2010 april,56.0
31477,31477,Bedrijven en instellingen,Noord-Holland,2010 mei,53.0
31478,31478,Bedrijven en instellingen,Noord-Holland,2010 juni,82.0
31479,31479,Bedrijven en instellingen,Noord-Holland,2010 2e kwartaal,191.0
31480,31480,Bedrijven en instellingen,Noord-Holland,2010 juli,74.0
31481,31481,Bedrijven en instellingen,Noord-Holland,2010 augustus,98.0
31482,31482,Bedrijven en instellingen,Noord-Holland,2010 september,81.0
31483,31483,Bedrijven en instellingen,Noord-Holland,2010 3e kwartaal,253.0
31484,31484,Bedrijven en instellingen,Noord-Holland,2010 oktober,99.0
31485,31485,Bedrijven en instellingen,Noord-Holland,2010 november,97.0
31486,31486,Bedrijven en instellingen,Noord-Holland,2010 december,80.0
31487,31487,Bedrijven en instellingen,Noord-Holland,2010 4e kwartaal,276.0
31488,31488,Bedrijven en instellingen,Noord-Holland,2010,1010.0
31489,31489,Bedrijven en instellingen,Noord-Holland,2011 januari,79.0
31490,31490,Bedrijven en instellingen,Noord-Holland,2011 februari,110.0
31491,31491,Bedrijven en instellingen,Noord-Holland,2011 maart,77.0
31492,31492,Bedrijven en instellingen,Noord-Holland,2011 1e kwartaal,266.0
31493,31493,Bedrijven en instellingen,Noord-Holland,2011 april,65.0
31494,31494,Bedrijven en instellingen,Noord-Holland,2011 mei,90.0
31495,31495,Bedrijven en instellingen,Noord-Holland,2011 juni,77.0
31496,31496,Bedrijven en instellingen,Noord-Holland,2011 2e kwartaal,232.0
31497,31497,Bedrijven en instellingen,Noord-Holland,2011 juli,88.0
31498,31498,Bedrijven en instellingen,Noord-Holland,2011 augustus,78.0
31499,31499,Bedrijven en instellingen,Noord-Holland,2011 september,90.0
31500,31500,Bedrijven en instellingen,Noord-Holland,2011 3e kwartaal,256.0
31501,31501,Bedrijven en instellingen,Noord-Holland,2011 oktober,102.0
31502,31502,Bedrijven en instellingen,Noord-Holland,2011 november,120.0
31503,31503,Bedrijven en instellingen,Noord-Holland,2011 december,93.0
31504,31504,Bedrijven en instellingen,Noord-Holland,2011 4e kwartaal,315.0
31505,31505,Bedrijven en instellingen,Noord-Holland,2011,1069.0
31506,31506,Bedrijven en instellingen,Noord-Holland,2012 januari,101.0
31507,31507,Bedrijven en instellingen,Noord-Holland,2012 februari,91.0
31508,31508,Bedrijven en instellingen,Noord-Holland,2012 maart,83.0
31509,31509,Bedrijven en instellingen,Noord-Holland,2012 1e kwartaal,275.0
31510,31510,Bedrijven en instellingen,Noord-Holland,2012 april,87.0
31511,31511,Bedrijven en instellingen,Noord-Holland,2012 mei,100.0
31512,31512,Bedrijven en instellingen,Noord-Holland,2012 juni,78.0
31513,31513,Bedrijven en instellingen,Noord-Holland,2012 2e kwartaal,265.0
31514,31514,Bedrijven en instellingen,Noord-Holland,2012 juli,134.0
31515,31515,Bedrijven en instellingen,Noord-Holland,2012 augustus,91.0
31516,31516,Bedrijven en instellingen,Noord-Holland,2012 september,92.0
31517,31517,Bedrijven en instellingen,Noord-Holland,2012 3e kwartaal,317.0
31518,31518,Bedrijven en instellingen,Noord-Holland,2012 oktober,103.0
31519,31519,Bedrijven en instellingen,Noord-Holland,2012 november,101.0
31520,31520,Bedrijven en instellingen,Noord-Holland,2012 december,66.0
31521,31521,Bedrijven en instellingen,Noord-Holland,2012 4e kwartaal,270.0
31522,31522,Bedrijven en instellingen,Noord-Holland,2012,1127.0
31523,31523,Bedrijven en instellingen,Noord-Holland,2013 januari,116.0
31524,31524,Bedrijven en instellingen,Noord-Holland,2013 februari,139.0
31525,31525,Bedrijven en instellingen,Noord-Holland,2013 maart,107.0
31526,31526,Bedrijven en instellingen,Noord-Holland,2013 1e kwartaal,362.0
31527,31527,Bedrijven en instellingen,Noord-Holland,2013 april,111.0
31528,31528,Bedrijven en instellingen,Noord-Holland,2013 mei,134.0
31529,31529,Bedrijven en instellingen,Noord-Holland,2013 juni,97.0
31530,31530,Bedrijven en instellingen,Noord-Holland,2013 2e kwartaal,342.0
31531,31531,Bedrijven en instellingen,Noord-Holland,2013 juli,122.0
31532,31532,Bedrijven en instellingen,Noord-Holland,2013 augustus,93.0
31533,31533,Bedrijven en instellingen,Noord-Holland,2013 september,77.0
31534,31534,Bedrijven en instellingen,Noord-Holland,2013 3e kwartaal,292.0
31535,31535,Bedrijven en instellingen,Noord-Holland,2013 oktober,168.0
31536,31536,Bedrijven en instellingen,Noord-Holland,2013 november,103.0
31537,31537,Bedrijven en instellingen,Noord-Holland,2013 december,109.0
31538,31538,Bedrijven en instellingen,Noord-Holland,2013 4e kwartaal,380.0
31539,31539,Bedrijven en instellingen,Noord-Holland,2013,1376.0
31540,31540,Bedrijven en instellingen,Noord-Holland,2014 januari,92.0
31541,31541,Bedrijven en instellingen,Noord-Holland,2014 februari,117.0
31542,31542,Bedrijven en instellingen,Noord-Holland,2014 maart,93.0
31543,31543,Bedrijven en instellingen,Noord-Holland,2014 1e kwartaal,302.0
31544,31544,Bedrijven en instellingen,Noord-Holland,2014 april,108.0
31545,31545,Bedrijven en instellingen,Noord-Holland,2014 mei,82.0
31546,31546,Bedrijven en instellingen,Noord-Holland,2014 juni,71.0
31547,31547,Bedrijven en instellingen,Noord-Holland,2014 2e kwartaal,261.0
31548,31548,Bedrijven en instellingen,Noord-Holland,2014 juli,84.0
31549,31549,Bedrijven en instellingen,Noord-Holland,2014 augustus,54.0
31550,31550,Bedrijven en instellingen,Noord-Holland,2014 september,87.0
31551,31551,Bedrijven en instellingen,Noord-Holland,2014 3e kwartaal,225.0
31552,31552,Bedrijven en instellingen,Noord-Holland,2014 oktober,89.0
31553,31553,Bedrijven en instellingen,Noord-Holland,2014 november,58.0
31554,31554,Bedrijven en instellingen,Noord-Holland,2014 december,71.0
31555,31555,Bedrijven en instellingen,Noord-Holland,2014 4e kwartaal,218.0
31556,31556,Bedrijven en instellingen,Noord-Holland,2014,1006.0
31557,31557,Bedrijven en instellingen,Noord-Holland,2015 januari,66.0
31558,31558,Bedrijven en instellingen,Noord-Holland,2015 februari,70.0
31559,31559,Bedrijven en instellingen,Noord-Holland,2015 maart,90.0
31560,31560,Bedrijven en instellingen,Noord-Holland,2015 1e kwartaal,226.0
31561,31561,Bedrijven en instellingen,Noord-Holland,2015 april,56.0
31562,31562,Bedrijven en instellingen,Noord-Holland,2015 mei,54.0
31563,31563,Bedrijven en instellingen,Noord-Holland,2015 juni,86.0
31564,31564,Bedrijven en instellingen,Noord-Holland,2015 2e kwartaal,196.0
31565,31565,Bedrijven en instellingen,Noord-Holland,2015 juli,70.0
31566,31566,Bedrijven en instellingen,Noord-Holland,2015 augustus,46.0
31567,31567,Bedrijven en instellingen,Noord-Holland,2015 september,72.0
31568,31568,Bedrijven en instellingen,Noord-Holland,2015 3e kwartaal,188.0
31569,31569,Bedrijven en instellingen,Noord-Holland,2015 oktober,78.0
31570,31570,Bedrijven en instellingen,Noord-Holland,2015 november,57.0
31571,31571,Bedrijven en instellingen,Noord-Holland,2015 december,84.0
31572,31572,Bedrijven en instellingen,Noord-Holland,2015 4e kwartaal,219.0
31573,31573,Bedrijven en instellingen,Noord-Holland,2015,829.0
31574,31574,Bedrijven en instellingen,Noord-Holland,2016 januari,58.0
31575,31575,Bedrijven en instellingen,Noord-Holland,2016 februari,92.0
31576,31576,Bedrijven en instellingen,Noord-Holland,2016 maart,78.0
31577,31577,Bedrijven en instellingen,Noord-Holland,2016 1e kwartaal,228.0
31578,31578,Bedrijven en instellingen,Noord-Holland,2016 april,64.0
31579,31579,Bedrijven en instellingen,Noord-Holland,2016 mei,89.0
31580,31580,Bedrijven en instellingen,Noord-Holland,2016 juni,73.0
31581,31581,Bedrijven en instellingen,Noord-Holland,2016 2e kwartaal,226.0
31582,31582,Bedrijven en instellingen,Noord-Holland,2016 juli,61.0
31583,31583,Bedrijven en instellingen,Noord-Holland,2016 augustus,63.0
31584,31584,Bedrijven en instellingen,Noord-Holland,2016 september,50.0
31585,31585,Bedrijven en instellingen,Noord-Holland,2016 3e kwartaal,174.0
31586,31586,Bedrijven en instellingen,Noord-Holland,2016 oktober,51.0
31587,31587,Bedrijven en instellingen,Noord-Holland,2016 november,55.0
31588,31588,Bedrijven en instellingen,Noord-Holland,2016 december,56.0
31589,31589,Bedrijven en instellingen,Noord-Holland,2016 4e kwartaal,162.0
31590,31590,Bedrijven en instellingen,Noord-Holland,2016,790.0
31591,31591,Bedrijven en instellingen,Noord-Holland,2017 januari,62.0
31592,31592,Bedrijven en instellingen,Noord-Holland,2017 februari,58.0
31593,31593,Bedrijven en instellingen,Noord-Holland,2017 maart,50.0
31594,31594,Bedrijven en instellingen,Noord-Holland,2017 1e kwartaal,170.0
31595,31595,Bedrijven en instellingen,Noord-Holland,2017 april,48.0
31596,31596,Bedrijven en instellingen,Noord-Holland,2017 mei,48.0
31597,31597,Bedrijven en instellingen,Noord-Holland,2017 juni,57.0
31598,31598,Bedrijven en instellingen,Noord-Holland,2017 2e kwartaal,153.0
31599,31599,Bedrijven en instellingen,Noord-Holland,2017 juli,30.0
31600,31600,Bedrijven en instellingen,Noord-Holland,2017 augustus,26.0
31601,31601,Bedrijven en instellingen,Noord-Holland,2017 september,43.0
31602,31602,Bedrijven en instellingen,Noord-Holland,2017 3e kwartaal,99.0
31603,31603,Bedrijven en instellingen,Noord-Holland,2017 oktober,47.0
31604,31604,Bedrijven en instellingen,Noord-Holland,2017 november,37.0
31605,31605,Bedrijven en instellingen,Noord-Holland,2017 december,37.0
31606,31606,Bedrijven en instellingen,Noord-Holland,2017 4e kwartaal,121.0
31607,31607,Bedrijven en instellingen,Noord-Holland,2017,543.0
31608,31608,Bedrijven en instellingen,Noord-Holland,2018 januari,46.0
31609,31609,Bedrijven en instellingen,Noord-Holland,2018 februari,40.0
31610,31610,Bedrijven en instellingen,Noord-Holland,2018 maart,53.0
31611,31611,Bedrijven en instellingen,Noord-Holland,2018 1e kwartaal,139.0
31612,31612,Bedrijven en instellingen,Noord-Holland,2018 april,36.0
31613,31613,Bedrijven en instellingen,Noord-Holland,2018 mei,62.0
31614,31614,Bedrijven en instellingen,Noord-Holland,2018 juni,59.0
31615,31615,Bedrijven en instellingen,Noord-Holland,2018 2e kwartaal,157.0
31616,31616,Bedrijven en instellingen,Noord-Holland,2018 juli,51.0
31617,31617,Bedrijven en instellingen,Noord-Holland,2018 augustus,50.0
31618,31618,Bedrijven en instellingen,Noord-Holland,2018 september,39.0
31619,31619,Bedrijven en instellingen,Noord-Holland,2018 3e kwartaal,140.0
31620,31620,Bedrijven en instellingen,Noord-Holland,2018 oktober,44.0
31621,31621,Bedrijven en instellingen,Noord-Holland,2018 november,60.0
31622,31622,Bedrijven en instellingen,Noord-Holland,2018 december,31.0
31623,31623,Bedrijven en instellingen,Noord-Holland,2018 4e kwartaal,135.0
31624,31624,Bedrijven en instellingen,Noord-Holland,2018,571.0
31625,31625,Bedrijven en instellingen,Noord-Holland,2019 januari,58.0
31626,31626,Bedrijven en instellingen,Noord-Holland,2019 februari,49.0
31627,31627,Bedrijven en instellingen,Noord-Holland,2019 maart,39.0
31628,31628,Bedrijven en instellingen,Noord-Holland,2019 1e kwartaal,146.0
31629,31629,Bedrijven en instellingen,Noord-Holland,2019 april,45.0
31630,31630,Bedrijven en instellingen,Noord-Holland,2019 mei,42.0
31631,31631,Bedrijven en instellingen,Noord-Holland,2019 juni,31.0
31632,31632,Bedrijven en instellingen,Noord-Holland,2019 2e kwartaal,118.0
31633,31633,Bedrijven en instellingen,Noord-Holland,2019 juli,70.0
31634,31634,Bedrijven en instellingen,Noord-Holland,2019 augustus,40.0
31635,31635,Bedrijven en instellingen,Noord-Holland,2019 september,42.0
31636,31636,Bedrijven en instellingen,Noord-Holland,2019 3e kwartaal,152.0
31637,31637,Bedrijven en instellingen,Noord-Holland,2019 oktober,54.0
31638,31638,Bedrijven en instellingen,Noord-Holland,2019 november,46.0
31639,31639,Bedrijven en instellingen,Noord-Holland,2019 december,53.0
31640,31640,Bedrijven en instellingen,Noord-Holland,2019 4e kwartaal,153.0
31641,31641,Bedrijven en instellingen,Noord-Holland,2019,569.0
31642,31642,Bedrijven en instellingen,Noord-Holland,2020 januari,60.0
31643,31643,Bedrijven en instellingen,Noord-Holland,2020 februari,40.0
31644,31644,Bedrijven en instellingen,Noord-Holland,2020 maart,56.0
31645,31645,Bedrijven en instellingen,Noord-Holland,2020 1e kwartaal,156.0
31646,31646,Bedrijven en instellingen,Noord-Holland,2020 april,82.0
31647,31647,Bedrijven en instellingen,Noord-Holland,2020 mei,47.0
31648,31648,Bedrijven en instellingen,Noord-Holland,2020 juni,51.0
31649,31649,Bedrijven en instellingen,Noord-Holland,2020 2e kwartaal,180.0
31650,31650,Bedrijven en instellingen,Noord-Holland,2020 juli,41.0
31651,31651,Bedrijven en instellingen,Noord-Holland,2020 augustus,34.0
31652,31652,Bedrijven en instellingen,Noord-Holland,2020 september,34.0
31653,31653,Bedrijven en instellingen,Noord-Holland,2020 3e kwartaal,109.0
31654,31654,Bedrijven en instellingen,Noord-Holland,2020 oktober,22.0
31655,31655,Bedrijven en instellingen,Noord-Holland,2020 november,41.0
31656,31656,Bedrijven en instellingen,Noord-Holland,2020 december,36.0
31657,31657,Bedrijven en instellingen,Noord-Holland,2020 4e kwartaal,99.0
31658,31658,Bedrijven en instellingen,Noord-Holland,2020,544.0
31659,31659,Bedrijven en instellingen,Noord-Holland,2021 januari,26.0
31660,31660,Bedrijven en instellingen,Noord-Holland,2021 februari,29.0
31661,31661,Bedrijven en instellingen,Noord-Holland,2021 maart,35.0
31662,31662,Bedrijven en instellingen,Noord-Holland,2021 1e kwartaal,90.0
31663,31663,Bedrijven en instellingen,Noord-Holland,2021 april,24.0
31664,31664,Bedrijven en instellingen,Noord-Holland,2021 mei,23.0
31665,31665,Bedrijven en instellingen,Noord-Holland,2021 juni,25.0
31666,31666,Bedrijven en instellingen,Noord-Holland,2021 2e kwartaal,72.0
31667,31667,Bedrijven en instellingen,Noord-Holland,2021 juli,22.0
31668,31668,Bedrijven en instellingen,Noord-Holland,2021 augustus,20.0
31669,31669,Bedrijven en instellingen,Noord-Holland,2021 september,24.0
31670,31670,Bedrijven en instellingen,Noord-Holland,2021 3e kwartaal,66.0
31671,31671,Bedrijven en instellingen,Noord-Holland,2021 oktober,13.0
31672,31672,Bedrijven en instellingen,Noord-Holland,2021 november,36.0
31673,31673,Bedrijven en instellingen,Noord-Holland,2021 december,13.0
31674,31674,Bedrijven en instellingen,Noord-Holland,2021 4e kwartaal,62.0
31675,31675,Bedrijven en instellingen,Noord-Holland,2021,290.0
31676,31676,Bedrijven en instellingen,Noord-Holland,2022 januari,15.0
31677,31677,Bedrijven en instellingen,Noord-Holland,2022 februari,29.0
31678,31678,Bedrijven en instellingen,Noord-Holland,2022 maart,34.0
31679,31679,Bedrijven en instellingen,Noord-Holland,2022 1e kwartaal,78.0
31680,31680,Bedrijven en instellingen,Noord-Holland,2022 april,20.0
31681,31681,Bedrijven en instellingen,Noord-Holland,2022 mei,50.0
31682,31682,Bedrijven en instellingen,Noord-Holland,2022 juni,26.0
31683,31683,Bedrijven en instellingen,Noord-Holland,2022 2e kwartaal,96.0
